编号,企业名称,职位描述
203,肇庆南玻节能玻璃有限公司,任职/资格/：/1/、/2/年/以上/计算机/维护/、/网络/维护/、/业务/系统维护/相关/经验/；/2/、/掌握/计算机/的/病毒/处理/、/软硬件/、/网络/、/数据库/等/相关/知识/；/3/、/有/CCNA/、/网络/工程师/认证/优先/职位/职责/：/1/、/负责/公司/网络/及/信息化/系统/的/维护/工作/，/及时处理/用户/的/日常/问题/；/2/、/负责/公司/计算机/、/打印机/及/周边设备/的/管理/、/维护/工作/；/3/、/负责/公司/DHCP/\/AD/\/文件/\/一卡通/等/系统/的/管理/、/维护/工作/。/福利待遇/：/1/、/购买/六险/（/全部/公司/出/）/一金/、/提供/住宿/；/2/、/年终奖/、/过节费/、/高温/补贴/、/餐补/；/3/、/年休假/、/工龄/假/、/法定/假/、/员工/技能/培训/；/4/、/专业/体检/、/员工/活动/及/不定期/福利/等/。
64017,浙江华康药业股份有限公司,任职/要求/：/1/、/本科/，/食品科学/与/工程/、/化学工程/等/相关/专业/；/2/、/3/年/以上/调味/糖浆///果酱/行业/的/生产工艺/技术/工作/经验/，/有/大型/流程型/食品/制造/生产工艺/工作/经验/亦可/；/3/、/掌握/食品/加工/工艺/原理/，/熟悉/蒸发/浓缩/、/灭菌/、/灌装/等/关键设备/操作/；/4/、/熟悉/食品/添加剂/应用/及/法规/标准/、/HACCP/、/GMP/、/ISO22000/等/质量/管理体系
87086,新疆天润乳业销售有限公司,驻地/：/福州/、/厦门/岗位职责/：/1/./负责/公司/牛奶/及/乳制品/在/指定/区域/的/市场/开发/、/渠道/拓展/与/客户/维护/。/2/./完成/区域/销售/任务/，/做好/终端/网点/铺市/、/陈列/与/动销/跟进/。/3/./维护/经销商/、/商超/、/便利店/、/团购/等/渠道/关系/，/提升/产品/覆盖率/。/4/./收集/市场/及/竞品/信息/，/制定/区域/销售/计划/并/落地/执行/。/5/./管理/区域/销售/团队/，/统筹/日常/工作/，/确保/回款/与/目标/达成/。/来自/：/马/克/团/队
80195,河北新希望天香乳业有限公司,1/./搜集/及/反馈/市场趋势/、/需求/变化/、/竞争对手/和/客户/实际/需求/；/2/./执行/公司/销售/政策/，/与/客户/建立/良好/关系/；/工作/要求/：/1/./大专/及/以上学历/。/2/./具有/较强/的/沟通/能力/。/职位/福利/：/五险/一金/、/通讯/补助/、/高温/补贴/、/节日/福利/、/带薪/年/假/、/定期/体检
20692,云南新希望邓川蝶泉乳业有限公司,岗位职责/：/1/、/负责/市场/开发/、/客户/维护/和/销售/执行/等/工作/；/2/、/负责/所属/区域/的/产品/宣传/、/推广/和/销售/，/完成/销售/的/任务/指标/；/3/、/制定/销售/计划/，/并/按计划/拜访/客户/和/开发新/客户/；/4/、/协助/片区/经理/制定/销售策略/、/销售/计划/，/以及/量化/销售/目标/；/5/、/制定/每月/销售费用/的/预算/，/控制/销售/成本/，/提高/销售/利润/；/6/、/做好/销售/合同/的/签订/、/履行/与/管理/等/相关/工作/，/以及/协调/处理/各类/市场/问/任职/要求/：/1/、/大专/及/以上学历/，/市场营销/、/工商管理/等/相关/专业/优先/；/2/、/2/年/及/以上/销售/经验/，/有快/消品/销售/经验者/优先/考虑/；/3/、/具备/较强/的/沟通/能力/、/谈判/技巧/和/客户服务/意识/；/4/、/工作/积极主动/，/具备/良好/的/团队/合作/精神/和/抗压/能力/；/5/、/熟练/使用/Office/办公/软件/，/具有/一定/的/数据分析/能力/；/负责/南华/市场/。
18220,广东粤垦农业小额贷款股份有限公司,来源/：/马/克/团/队/【/工作/地点/】/广东省/江门市/蓬江区/建设/三路/75/号/智荟城/2/幢/六层/616/室/【/岗位职责/】/1/./积极/营销/和/开发/市场/、/深入/了解/客户/贷款/需求/;/2/./收集/、/整理/客户/的/相关/资料/，/提出/贷款/建议/；/3/./开展/深入/、/细致/的/项目/调查/和/上报/审批/；/4/./与/客户/保持/沟通/，/做好/客户/维护/、/管理工作/；/5/./做好/贷后/管理/；/6/./完成/上级/交办/的/其他/工作/。/【/任职/要求/】/1/./本科/及/以上学历/，/金融/、/经济/、/营销/相关/专业/，/有/5/年/及/以上/信贷/工作/经验/的/，/专业/限制/可/予以/适当/放宽/；/2/./熟悉/市场营销/、/市场推广/工作/，/有/较/强/市场/开拓/能力/、/善于/与/人/沟通/;/3/./有/很/强/的/团队/协作/精神/和/服务/意识/；/4/./为人正直/、/坦诚/，/有/良好/的/职业/操守/及/品行/。/5/./结合/工作/实际/需要/，/公司/可/对此/工作岗位/进行/全省/范围/内/的/合理/调配/。
91751,同庆楼餐饮股份有限公司,岗位/内容/：/1/./负责/选址/调研/，/制定/选址/方案/及/实施/计划/；/2/./进行/市场/分析/和/商圈/评估/，/评估/潜在/竞争对手/及/机会/；/3/./分析/商业模式/及/业态/需求/，/策划/开发/策略/并/推进/落地/；/4/./掌握/政策法规/、/土地/市场/信息/及/资金/渠道/，/协助/项目/融资/等/。/任职/要求/：/1/./本科/及/以上学历/，/城市规划/、/建筑/、/房地产/等/相关/专业/背景/；/2/./三年/以上/丰富/的/商业地产/选址/开发/经验/，/优秀/的/市场/敏感度/及/分析/能力/；/3/./熟练掌握/选址/流程/和/常用工具/，/了解/市场/环境/与/趋势/；/4/./具备/较强/的/谈判/、/协调/、/管理/能力/以及/团队/合作/精神/。
91752,同庆楼餐饮股份有限公司,岗位/内容/：/1/./负责/包子铺/装修/项目/的/规划/、/设计/、/施工/以及/竣工/验收/等/全过程/管理/。/2/./协调/各个部门/和/供应商/，/确保/项目/按时/、/高质量/完成/。/3/./监察/预算/、/进度/和/风险/等/，/及时/报告/和/处理/问题/。/4/./提供/前期/预算/和/效果图/，/为/客户/提供/专业/建议/。/任职/要求/：/1/./具备/3/年/以上/连锁/餐饮/店铺/装修/项目管理/经验/，/能/独立/处理/和/解决/项目/问题/。/2/./精通/装修/项目/中/的/各项/工艺/和/材料/，/对/建筑工程/规范/有/深入/了解/。/3/./具备/较强/的/团队/合作/精神/和/领导/能力/，/能够/有效/沟通/和/协调/工作/。/4/./具备/出色/的/服务/意识/和/客户/管理/能力/，/有/成功/案例者/优先/考虑/。
91756,同庆楼餐饮股份有限公司,岗位/内容/：/1/./负责/工程项目/的/规划/、/组织/、/实施/和/管控/，/确保/工程质量/、/进度/和/安全/；/2/./指导/各/部门/的/合作/，/保证/项目/进展/的/衔接/协调/；/3/./制定/相关/标准/和/流程/，/优化/项目管理/体系/，/不断/提升/工程项目/管理水平/；/4/./针对/项目/中/出现/的/问题/和/风险/，/及时/解决/并/向/领导层/报告/情况/。/任职/要求/：/1/./本科/及/以上学历/，/机械/、/电子/、/自动化/等/相关/专业/背景/；/2/./具备/5/年/以上/相关/工作/经验/，/有/成功/的/工程/项目管理/经验者/优先/；/3/./熟悉/品质/管理/、/项目风险/管理/等/常见/的/管理/方法/和/工具/；/4/./具备/较强/的/沟通/、/协调/和/解决问题/能力/，/有/很/好/的/团队/合作/精神/；/5/./具备/全局/思维/和/创新/意识/，/能够/快速/适应/新/的/工作/环境/和/任务/。
91753,同庆楼餐饮股份有限公司,岗位职责/：/1/./负责/腊味/产品/研发/创新/，/每年/推出/3/-/5/款/新品/2/./主导/腊味/生产工艺/优化/，/提升/产品/良品率/至/95%/以上/3/./建立/腊味/标准化/生产/体系/，/制定/10/+/项/工艺/标准/4/./管理/5/-/8/人/研发/团队/，/把/控/研发/进度/与/质量/任职/要求/：/1/./食品/工程/相关/专业/专科/及/以上学历/2.5/年/以上/腊味/或/肉制品/研发/经验/3/./熟悉/传统/腊味/制作/工艺/与/现代/食品/技术/4/./具备/团队/管理/能力/与/项目管理/经验
85780,中冶南方武汉工程咨询管理有限公司,岗位/内容/：/1/./组织/编制/工程造价/（/土建///安装/）/预算书/及/施工图/预算/，/负责/工程项目/全/周期/造价/管理/，/包括/预算编制/、/成本核算/、/结算/审计/等/核心/工作/。/2/./独立/完成/工程量/清单/编制/、/招标/控制/价/审核/及/合同/价款/调整/等/专业/任务/。/3/./参与/项目/现场/勘查/与/成本/分析/，/识别/潜在/造价/风险/并/提出/优化/方案/。/4/./配合/项目/团队/完成/跨部门/协作/，/确保/造价/数据/与/业务/需求/的/一致性/。/6/./具备/造价/实操/经验/，/熟悉/国家/及/地方/造价/规范/与/计价/标准/。/7/../根据/项目/情况/，/确定/采用/的/定额/或/细目/定额/，/编制/相应/的/价格表/；/8/./参与/设计方案/的/优化/和/选优/，/提出/节约/成本/的/建议/。/任职/要求/：/1/./大专/及/以上学历/，/造价/相关/专业/背景/，/熟练掌握/工程造价/相关/理论/和/实践/；/有/5/年/以上/造价/（/安装/方向/）/经验/，/有/跟/审/经验/。/2/./有/一级/造价/工程师/、/中级/以上/职称者/优先/。/精通/各类/工程造价/软件/，/如/建设/工程造价/计算/软件/、/BIM软件/以及/CAD/等/绘图/软件/；/3/./具备/良好/的/沟通/能力/和/人际交往/能力/，/能够/有效/地/与/内外部/各方/进行/信息沟通/和/协调/；/4/./具有/较强/的/问题/解决/能力/和/判断力/，/能够/在/紧张/的/工作/环境/下/保持/高效率/和/高水平/的/工作/能力/。/（/来自/马克/数据网/）
39667,宝武环科武汉金属资源有限责任公司,负责/机械设备/日常/点检/、/保养/、/维护/计划/及/检查/并/督促/下属/单元/执行/；/负责/机械设备/采购/技术参数/的/编制/、/计划/申报/、/设备/安装/验收/及/相关/资料/的/归档/；/负责/机械/备件/的/梳理/、/申报/，/确保/设备/正常/运行/；/负责/机械/专业/项目/的/立项/、/施工/组织/、/验收/等/项目管理/，/参与/机械/项目/招标/管理/；/负责/编制/和/完善/设备/操作规程/、/维护/保养/指导书/、/设备/档案/等/。
76052,北京铁科首钢轨道技术股份有限公司,岗位职责/1/./市场调研/与/分析/：/负责/目标/市场/的/调研/，/分析/行业/趋势/、/竞争/格局/及/客户/需求/，/为/市场策略/制定/提供/依据/。/2/./客户/开发/与/维护/：/通过/展会/、/网络平台/、/行业协会/等/渠道/，/主动/开拓/新/产品/领域/客户/，/建立/并/维护/长期/稳定/的/客户关系/。/3/./销售/目标/达成/：/执行/销售/计划/，/完成/个人/年度/销售/指标/及/回款/任务/，/推动/业务/持续增长/。/4/./项目/跟踪/与/管理/：/负责/项目/从询/盘/、/报价/、/谈判/到/合同/签订/的/全/流程/跟进/，/协调/内部/资源/确保/订单/顺利/交付/。/5/./品牌/推广/：/参与/国际/行业/展会/、/技术/交流会/等/活动/，/推广/公司/产品/与/技术/解决方案/，/提升/品牌/知名度/。/6/./跨部门/协作/：/与/上级/单位/各个/专业/室/密切联系/，/推进/新/产品/转化/并/落地/；/与/生产/、/技术/、/采购/等/部门/密切配合/，/确保/客户/需求/有效/传递/并/落实/。/7/./完成/领导/交办/的/其他/工作/。/任职/资格/1/./大学本科/及/以上学历/，/计算机科学/与/技术/、/信息/与/通信工程/相关/专业/优先/考虑/。/2/./具备/5/年/以上/相关/工作/经历/，/有/与/铁路/内/单位/合作/工作/经历者/优先/考虑/。/3/./具备/较/好/的/沟通交流/能力/。/4/./积极主动/，/结果/导向/，/具备/良好/的/团队/协作/意识/和/客户服务/精神/。/5/./熟练/使用/基本/办公/软件/，/具备/基本/的/网络/知识/。/6/./有/驾照/，/能/适应/跨时区/工作/、/短期/海外/出差/及/高强度/业务/压力/。
39670,武汉宏信矿冶科工集团有限公司,1/、/在/技术/总工/的/领导/下/，/及时/完成/采掘/工程/测量/工作/。/2/、/经常/深入/现场/，/全面/了解/情况/，/参与/研究/解决/生产/中/遇到/的/关键问题/。/3/、/审查/测量/资料/及/图表/，/校正/、/维修/、/使用/仪器/，/爱护/、/保管/好/备用/器材/及/工具/，/保证/正常/使用/。/4/、/树立/高度/责任心/，/及时/更新/采/、/掘/工程/实测/图纸/，/为/生产/技术/提供/准确/详实/的/资料/。/5/、/服从/领导/，/参与/工程质量/监督管理/。/6/、/及时/填绘/测量/交换/图/、/资料/及/整理/，/必须/有/计算/成果/副本/。/7/、/努力学习/，/不断/提高/自身/的/业务素质/，/积极/完成/领导/下达/的/各项/生产/任务/。
38363,武钢集团有限公司,1/./岗位职责/负责/电气设备/、/电力设备/、/输配电/、/自动化/系统/等/相关/技术/工作/2/./任职/要求/电气/、/电力/、/自动化/等/相关/专业/大学本科/及/以上学历/应届/毕业生/，/按期/取得/毕业证书/、/学位证书
5214,四川大中赫锂业有限公司,安装/-/预算编制/与/审核/1/、/根据/矿山/工程/建设项目/的/设计/图纸/、/施工/方案/等/资料/，/准确/编制/工程预算/文件/，/包括/工程量/计算/、/套价/、/取费/等/工作/，/确保/预算/的/准确性/和/完整性/。/对/项目/变更/、/签证/等/进行/及时/的/预算/调整/，/跟踪/工程进度/，/对比/实际成本/与/预算/的/差异/，/分析/原因/并/提出/控制措施/。/2/、/参与/工程/招投标/文件/的/编制/，/提供/准确/的/工程预算/数据/，/为/投标/报价/提供/依据/。/审核/投标/单位/的/报价/文件/，/分析/其/合理性/，/协助/确定/中标/单位/。/成本/控制/与/分析/3/、/协助/制定/项目/成本/控制目标/和/计划/，/分解/成本/指标/到/各个部门/和/阶段/。/监控/项目/成本/支出/情况/，/对/超支/风险/进行/预警/，/及时发现/并/解决/成本/控制/中/的/问题/。/4/、/定期/进行/成本/分析/，/编制/成本/分析/报告/，/为/项目/决策/提供数据/支持/。/对/项目/的/人工/、/材料/、/设备/等/成本/要素/进行/分析/，/提出/降低成本/的/建议/和/措施/。/合同/管理/5/、/参与/工程建设/合同/的/谈判/和/签订/，/负责/合同/中/有关/工程造价/条款/的/审核/和/解释/。/确保/合同条款/明确/、/合理/，/保护/企业/的/经济/利益/。/跟踪/合同/执行/情况/，/对/合同/变更/进行/评估/和/处理/，/及时/调整/预算/和/成本/控制/计划/。/处理/合同纠纷/中/的/造价/争议/问题/，/提供/专业/的/意见/和/建议/。/工程/结算/与/审计/负责/项目/竣工/后/的/结算/工作/，/收集/、/整理/结算/资料/，/编制/工程/结算/报告/。/与/施工单位/、/监理/单位/等/进行/结算/核对/，/确保/结算/金额/准确无误/。/配合/内部/审计/和/外部/审计工作/，/提供/相关/的/预算/、/结算/资料/，/解释/审计/过程/中/的/疑问/。/对/审计/提出/的/问题/进行/整改/，/完善/工程造价/管理工作/。/其他/工作/收集/、/整理/和/分析/工程造价/相关/信息/，/建立/和/维护/工程造价/数据库/，/为/后续/项目/提供/参考/依据/。/参与/工程/建设项目/的/可行性研究/和/初步设计/阶段/的/工作/，/提供/造价/方面/的/专业/意见/和/建议/，/协助/优化/设计方案/，/控制/项目/投资/。
